id,text,cleaned_text
1.55E+18,Dozens of people are unaccounted for after severe storms and flooding struck a western county.The governor declared a state of emergency.,Dozens of people are unaccounted for after severe storms and flooding struck a western county.The governor declared a state of emergency..
1.55E+18,"Khloé Kardashian and her ex-boyfriend Tristan Thompson are expecting their second child via surrogate, a representative for Kardashian told CNN.","Khloé Kardashian and her ex-boyfriend Tristan Thompson are expecting their second child via surrogate, a representative for Kardashian told CNN.."
1.55E+18,"Food prices are still on the rise, but some relief may be on the horizon.","Food prices are still on the rise, but some relief may be on the horizon.."
1.55E+18,State and local governments are leading reparations efforts across the country to address the racial wealth gap and compensate Black Americans for the harms of slavery and institutional racism.,State and local governments are leading reparations efforts across the country to address the racial wealth gap and compensate Black Americans for the harms of slavery and institutional racism..
1.55E+18,"""There's a shooter in the school, there's shots being fired, and you know, you're just standing in the hallway.There's just no excuse for that.""

Vincent Salazar, father of Uvalde shooting victim Layla Salazar, reacts to the newly-released surveillance video.","""There's a shooter in the school, there's shots being fired, and you know, you're just standing in the hallway.There's just no excuse for that.""Vincent Salazar, father of Uvalde shooting victim Layla Salazar, reacts to the newly-released surveillance video.."
1.55E+18,"Boston's first LGBTQ+ friendly housing development for seniors was vandalized with hate speech over the weekend, the nonprofit LGBTQ Senior Housing Inc.says.","Boston's first LGBTQ+ friendly housing development for seniors was vandalized with hate speech over the weekend, the nonprofit LGBTQ Senior Housing Inc.says.."
1.55E+18,"While in Appalachia, W.Kamau Bell learned how to hunt squirrel and then gave it a taste.All-new episodes of ""United Shades of America"" air Sundays at 10 pm ET.","While in Appalachia, W.Kamau Bell learned how to hunt squirrel and then gave it a taste.All-new episodes of ""United Shades of America"" air Sundays at 10 pm ET.."
1.55E+18,"The social services system ""failed"" and further harmed 13 children who were rescued in 2018 after being starved and tortured by their parents for years in Southern California, according to an independent report.","The social services system ""failed"" and further harmed 13 children who were rescued in 2018 after being starved and tortured by their parents for years in Southern California, according to an independent report.."
1.55E+18,"Astronomers estimate that the signal came from a galaxy roughly a billion light-years away, but the exact location and cause of the burst are unknown.","Astronomers estimate that the signal came from a galaxy roughly a billion light-years away, but the exact location and cause of the burst are unknown.."
1.55E+18,"As inflation surges to its highest level in more than 40 years, CNN's @jaketapper speaks to Council of Economic Advisors Chairwoman Cecilia Rouse about what the Biden White House is doing to combat rising prices across the country.","As inflation surges to its highest level in more than 40 years, CNN's @jaketapper speaks to Council of Economic Advisors Chairwoman Cecilia Rouse about what the Biden White House is doing to combat rising prices across the country.."
1.55E+18,"The knife-wielding assailant, believed to be homeless himself, was arrested after he was seen walking down a street in Harlem, a law enforcement official said.","The knife-wielding assailant, believed to be homeless himself, was arrested after he was seen walking down a street in Harlem, a law enforcement official said.."
1.55E+18,"""It's biological and it's often hereditary and it's not your fault."" ","""It's biological and it's often hereditary and it's not your fault."" ."
1.55E+18,"In spite of the Biden administration's renewed financing in the Palestinian territories, many Palestinians are pessimistic about the President's visit.

Watch @Hadas_Gold's report here: ","In spite of the Biden administration's renewed financing in the Palestinian territories, many Palestinians are pessimistic about the President's visit.Watch @Hadas_Gold's report here: ."
1.55E+18,US President Joe Biden was greeted in Israel by a row of Israeli leaders offering open palms to the President.Biden offered a closed fist in exchange.,US President Joe Biden was greeted in Israel by a row of Israeli leaders offering open palms to the President.Biden offered a closed fist in exchange..
1.55E+18,"FDA gives emergency use authorization to Novavax's Covid-19 vaccine, which uses different technology than shots already available in US.","FDA gives emergency use authorization to Novavax's Covid-19 vaccine, which uses different technology than shots already available in US.."
1.55E+18,"""I will move down and eventually off of the list of the world's richest people,"" Bill Gates wrote.""I have an obligation to return my resources to society in ways that have the greatest impact for improving lives.""","""I will move down and eventually off of the list of the world's richest people,"" Bill Gates wrote.""I have an obligation to return my resources to society in ways that have the greatest impact for improving lives.""."
1.55E+18,"The bottle sold for $2.5 million, eclipsing the auction record for bubbly and likely becoming the most expensive bottle of wine ever sold.","The bottle sold for $2.5 million, eclipsing the auction record for bubbly and likely becoming the most expensive bottle of wine ever sold.."
1.55E+18,"Social media companies told CNN they're taking a range of actions, including reviewing some abortion-related posts, elevating content from verified sources, and labeling or removing certain posts.","Social media companies told CNN they're taking a range of actions, including reviewing some abortion-related posts, elevating content from verified sources, and labeling or removing certain posts.."
1.55E+18,"""Watching it, I was in the moment, I was in that hallway ...it was heartbreaking."" 

Adrian Alonzo, the uncle of Uvalde shooting victim Ellie Garcia, tells @DanaBashCNN what it was like watching the newly-released surveillance footage from the day of the shooting.","""Watching it, I was in the moment, I was in that hallway ...it was heartbreaking."" Adrian Alonzo, the uncle of Uvalde shooting victim Ellie Garcia, tells @DanaBashCNN what it was like watching the newly-released surveillance footage from the day of the shooting.."
1.55E+18,Polanski pleaded guilty in 1977 to one count of unlawful sexual intercourse with a 13-year-old girl.He fled the country to France before a sentencing hearing and remains a fugitive.,Polanski pleaded guilty in 1977 to one count of unlawful sexual intercourse with a 13-year-old girl.He fled the country to France before a sentencing hearing and remains a fugitive..
1.55E+18,"What is the most interesting fish you've ever seen in an ocean? Join CNN as we explore the waters of the Fjordlands.Patagonia, Life on the Edge of the World airs Sunday at 9 pm ET/PT #PatagoniaCNN.","What is the most interesting fish you've ever seen in an ocean? Join CNN as we explore the waters of the Fjordlands.Patagonia, Life on the Edge of the World airs Sunday at 9 pm ET/PT #PatagoniaCNN.."
1.55E+18,"In messages revealed by the House select committee investigating January 6, Brad Parscale, President Donald Trump's former campaign manager, texted that someone was killed on January 6 riot due to Trump's rhetoric.

 ","In messages revealed by the House select committee investigating January 6, Brad Parscale, President Donald Trump's former campaign manager, texted that someone was killed on January 6 riot due to Trump's rhetoric. ."
1.55E+18,"""While it is great news in the last month that gas prices have gone down by about $0.40 per gallon, that's really not the break people are looking for.""

Sen.Tammy Baldwin (D-WI) to @DanaBashCNN on President Biden's response to the latest inflation report.","""While it is great news in the last month that gas prices have gone down by about $0.40 per gallon, that's really not the break people are looking for.""Sen.Tammy Baldwin (D-WI) to @DanaBashCNN on President Biden's response to the latest inflation report.."
1.55E+18,"Cost and fees are the biggest issue, according to J.D.Power's 2022 North America Hotel Guest Satisfaction Index Study.Prices are up, and many travelers aren't satisfied with the value for their money.","Cost and fees are the biggest issue, according to J.D.Power's 2022 North America Hotel Guest Satisfaction Index Study.Prices are up, and many travelers aren't satisfied with the value for their money.."
1.55E+18,"British primatologist Jane Goodall has got a Barbie in her likeness, fulfilling a longtime wish of having her own doll to inspire young girls.","British primatologist Jane Goodall has got a Barbie in her likeness, fulfilling a longtime wish of having her own doll to inspire young girls.."
1.55E+18,"""The war has arrived at another crossroads and fighters on both sides are steeling themselves for a third act of fighting that could tip the balance of the conflict,"" writes Rob Picheta.","""The war has arrived at another crossroads and fighters on both sides are steeling themselves for a third act of fighting that could tip the balance of the conflict,"" writes Rob Picheta.."
1.55E+18,"This country made it a crime to sell products that whiten your skin.It's working, but women are searching for smugglers.","This country made it a crime to sell products that whiten your skin.It's working, but women are searching for smugglers.."
1.55E+18,President Biden is doing something he has never done on a foreign trip: Embracing one of his predecessor's legacy achievements.,President Biden is doing something he has never done on a foreign trip: Embracing one of his predecessor's legacy achievements..
1.55E+18,"""The House January 6 hearings have evolved from documenting a stain on history to warning of a violent and tyrannical future that awaits if Donald Trump is allowed to again unleash America's pent-up extremism,"" writes Stephen Collinson.","""The House January 6 hearings have evolved from documenting a stain on history to warning of a violent and tyrannical future that awaits if Donald Trump is allowed to again unleash America's pent-up extremism,"" writes Stephen Collinson.."
1.55E+18,"A backpack, lunch box, crayons and at least 10 hours of sleep each night are all things children need to get off to a good start in kindergarten, according to a new study.","A backpack, lunch box, crayons and at least 10 hours of sleep each night are all things children need to get off to a good start in kindergarten, according to a new study.."
1.55E+18,Doorbell camera footage captured the moment a stranger saved a couple and their eight kids.,Doorbell camera footage captured the moment a stranger saved a couple and their eight kids..
1.55E+18,"The response from the families of the Uvalde massacre victims was of anger and outrage, the reaction from law enforcement experts was that of astonishment and dismay.","The response from the families of the Uvalde massacre victims was of anger and outrage, the reaction from law enforcement experts was that of astonishment and dismay.."
1.55E+18,"Surveillance video of law enforcement's response during the Uvalde school massacre gives the clearest account yet of how officers waited outside an elementary classroom as the gunman continued firing, killing 21 students and teachers on May 24 ","Surveillance video of law enforcement's response during the Uvalde school massacre gives the clearest account yet of how officers waited outside an elementary classroom as the gunman continued firing, killing 21 students and teachers on May 24 ."
1.55E+18,"Crazier and crazier'
George Conway talks about former President Donald Trump's likelihood of running for President in 2024 in the aftermath of the January 6 hearings, and what kind of campaign he would run. ","Crazier and crazier'George Conway talks about former President Donald Trump's likelihood of running for President in 2024 in the aftermath of the January 6 hearings, and what kind of campaign he would run. ."
1.55E+18,"I don't have hope': Palestinian man doubts impact of Biden visit

Israelis and Palestinians speak to CNN's @Hadas_Gold ahead of President Biden's visit to Jerusalem and Bethlehem. ",I don't have hope': Palestinian man doubts impact of Biden visitIsraelis and Palestinians speak to CNN's @Hadas_Gold ahead of President Biden's visit to Jerusalem and Bethlehem. .
1.55E+18,"In a rare move, more than 200 congressional staffers sent a letter to Democratic leadership in the House and Senate, demanding they close the deal on a climate and clean energy package and warning that failure could doom younger generations ","In a rare move, more than 200 congressional staffers sent a letter to Democratic leadership in the House and Senate, demanding they close the deal on a climate and clean energy package and warning that failure could doom younger generations ."
1.55E+18,How Sri Lanka's runaway President went from war hero to fugitive.,How Sri Lanka's runaway President went from war hero to fugitive..
1.55E+18,"Caitlin Koszczepki, a mother who was livestreaming her son's Little League Baseball game talks with @brikeilarcnn about the moment gunshots rang out during the game and why she kept the camera rolling. ","Caitlin Koszczepki, a mother who was livestreaming her son's Little League Baseball game talks with @brikeilarcnn about the moment gunshots rang out during the game and why she kept the camera rolling. ."
1.55E+18,"Inflation surged 9.1% year-over-year in June, thanks to record gas prices.The Fed now has the go-ahead to make another super-sized interest rate hike.","Inflation surged 9.1% year-over-year in June, thanks to record gas prices.The Fed now has the go-ahead to make another super-sized interest rate hike.."
1.55E+18,Dr.Anthony Fauci says it's time to mask up indoors as the variant increases the likelihood of reinfection for people that have already been infected with the virus.Dr.Fauci tells CNN's @JohnBerman about his concerns about a new Covid variant BA.5 here: ,Dr.Anthony Fauci says it's time to mask up indoors as the variant increases the likelihood of reinfection for people that have already been infected with the virus.Dr.Fauci tells CNN's @JohnBerman about his concerns about a new Covid variant BA.5 here: .
1.55E+18,"Nearly two-and-a-half years since the coronavirus pandemic began, the most infectious and transmissible variant yet has arrived ","Nearly two-and-a-half years since the coronavirus pandemic began, the most infectious and transmissible variant yet has arrived ."
1.55E+18,Bravissimo! Congratulations to Stanley Tucci and the #SearchingForItaly team on 5 Primetime Emmy Award nominations.,Bravissimo! Congratulations to Stanley Tucci and the #SearchingForItaly team on 5 Primetime Emmy Award nominations..
1.55E+18,"RT @CNN: Reality Check: Russia's 'fire hose of falsehood'

CNN's @JohnAvlon looks at Vladimir Putin's recent gaslighting attempts as part o.",RT @CNN: Reality Check: Russia's 'fire hose of falsehood'CNN's @JohnAvlon looks at Vladimir Putin's recent gaslighting attempts as part o..
1.55E+18,"Reality Check: Russia's 'fire hose of falsehood'

CNN's @JohnAvlon looks at Vladimir Putin's recent gaslighting attempts as part of Russia's propaganda war against Ukraine. ",Reality Check: Russia's 'fire hose of falsehood'CNN's @JohnAvlon looks at Vladimir Putin's recent gaslighting attempts as part of Russia's propaganda war against Ukraine. .
1.55E+18,"Delta Air Lines earned its biggest profit since the start of the pandemic in its latest quarter, but higher fuel costs, labor issues and service problems caused it to earn far less than investors expected ","Delta Air Lines earned its biggest profit since the start of the pandemic in its latest quarter, but higher fuel costs, labor issues and service problems caused it to earn far less than investors expected ."
1.55E+18,"According to sources, former President Trump is ""always watching"" the January 6 committee hearings.@KristenhCNN reports how he is reacting to the hearings and the current state of his relationship with Roger Stone since the January 6 attack here: ","According to sources, former President Trump is ""always watching"" the January 6 committee hearings.@KristenhCNN reports how he is reacting to the hearings and the current state of his relationship with Roger Stone since the January 6 attack here: ."
1.55E+18,"A 'Jeopardy!' contestant made a mind-boggling decision on the brink of victory.

@ForcasterEnten, @JohnBerman and @brikeilarcnn discuss the poor decision the contestant made that cost them the victory here: ","A 'Jeopardy!' contestant made a mind-boggling decision on the brink of victory.@ForcasterEnten, @JohnBerman and @brikeilarcnn discuss the poor decision the contestant made that cost them the victory here: ."
1.55E+18,"Nearly two-and-a-half years since the coronavirus pandemic began, the most infectious and transmissible variant yet has arrived ","Nearly two-and-a-half years since the coronavirus pandemic began, the most infectious and transmissible variant yet has arrived ."
1.55E+18,"Two people died Tuesday afternoon after a boat capsized off New York City's Midtown Manhattan, spilling relatives and friends onboard into the Hudson River, officials said ","Two people died Tuesday afternoon after a boat capsized off New York City's Midtown Manhattan, spilling relatives and friends onboard into the Hudson River, officials said ."
1.55E+18,"A member of the US Secret Service Counter Assault Team was detained by the Israeli national police in Jerusalem this week after he allegedly assaulted a woman outside of a bar, a source tells CNN ","A member of the US Secret Service Counter Assault Team was detained by the Israeli national police in Jerusalem this week after he allegedly assaulted a woman outside of a bar, a source tells CNN ."
1.55E+18,"Russian rockets and nose cones were found on the fields of a Mykolaiv, Ukraine, farm in recent weeks, as farmers continue to harvest and store wheat and grain despite Russia's naval blockades of Ukraine's ports.@IvanCNN reports from the farm here: ","Russian rockets and nose cones were found on the fields of a Mykolaiv, Ukraine, farm in recent weeks, as farmers continue to harvest and store wheat and grain despite Russia's naval blockades of Ukraine's ports.@IvanCNN reports from the farm here: ."
1.55E+18,"Leaked surveillance footage from the Uvalde, Texas school shooting has outraged some families of the victims.Listen to CNN 5 Things for more details.

Plus, what does 9.1% inflation mean for the US? ","Leaked surveillance footage from the Uvalde, Texas school shooting has outraged some families of the victims.Listen to CNN 5 Things for more details.Plus, what does 9.1% inflation mean for the US? ."
1.55E+18,"Inflation surged 9.1% year-over-year in June, thanks to record gas prices.The Fed now has the go-ahead to make another super-sized interest rate hike.","Inflation surged 9.1% year-over-year in June, thanks to record gas prices.The Fed now has the go-ahead to make another super-sized interest rate hike.."
1.55E+18,"#PrimeDay part two is officially live: These are the deals to buy ASAP, according to our colleagues at @CNNUnderscored: ","#PrimeDay part two is officially live: These are the deals to buy ASAP, according to our colleagues at @CNNUnderscored: ."
1.55E+18,"Join @WKamauBell and find out what makes Black Appalachia so special on a new episode of #UnitedShades, Sunday at 10 pm ET/PT on CNN ","Join @WKamauBell and find out what makes Black Appalachia so special on a new episode of #UnitedShades, Sunday at 10 pm ET/PT on CNN ."
1.55E+18,How Sri Lanka's runaway President went from war hero to fugitive ,How Sri Lanka's runaway President went from war hero to fugitive .
1.55E+18,"This year, the revered food writer, historian and 'wok therapist' has been named the recipient of two of the culinary world's most prestigious food culture awards -- the 8th annual Julia Child Award and the 2022 James Beard Humanitarian of the Year Award ","This year, the revered food writer, historian and 'wok therapist' has been named the recipient of two of the culinary world's most prestigious food culture awards -- the 8th annual Julia Child Award and the 2022 James Beard Humanitarian of the Year Award ."
1.55E+18,"British primatologist Jane Goodall has got a Barbie in her likeness, fulfilling a longtime wish of having her own doll to inspire young girls ","British primatologist Jane Goodall has got a Barbie in her likeness, fulfilling a longtime wish of having her own doll to inspire young girls ."
1.55E+18,"Sri Lanka's President flees after earlier being blocked, protesters storm prime minister's office, state of emergency declared.Follow live updates.","Sri Lanka's President flees after earlier being blocked, protesters storm prime minister's office, state of emergency declared.Follow live updates.."
1.55E+18,"This country made it a crime to sell products that whiten your skin.It's working, but women are searching for smugglers.","This country made it a crime to sell products that whiten your skin.It's working, but women are searching for smugglers.."
1.55E+18,"We love credit card points, but how much are they really costing you? 

@DelyanneMoney and @NerdWallet's @SaraKRathner break down whether the rewards are worth it on this week's episode of Diversifying.","We love credit card points, but how much are they really costing you? @DelyanneMoney and @NerdWallet's @SaraKRathner break down whether the rewards are worth it on this week's episode of Diversifying.."
1.55E+18,7-Eleven recommended that its Los Angeles-area stores close for a second night Tuesday as police investigate a string of robberies that left two people dead and three people wounded.,7-Eleven recommended that its Los Angeles-area stores close for a second night Tuesday as police investigate a string of robberies that left two people dead and three people wounded..
1.55E+18,"A backpack, lunch box, crayons and at least 10 hours of sleep each night are all things children need to get off to a good start in kindergarten, according to a new study.","A backpack, lunch box, crayons and at least 10 hours of sleep each night are all things children need to get off to a good start in kindergarten, according to a new study.."
1.55E+18,California Gov Gavin Newsom signed a law Tuesday that clears the path for gun violence victims to file civil suits against the companies that manufacture the firearms used in crimes.,California Gov Gavin Newsom signed a law Tuesday that clears the path for gun violence victims to file civil suits against the companies that manufacture the firearms used in crimes..
1.55E+18,"The court order allows abortion services in the state to resume at least until July 18, when a hearing is set to consider whether a preliminary injunction should be issued.","The court order allows abortion services in the state to resume at least until July 18, when a hearing is set to consider whether a preliminary injunction should be issued.."
1.55E+18,"A US Navy destroyer sailed near a disputed South China Sea island chain on Wednesday, challenging the restrictions imposed by China and others on transit through the area ","A US Navy destroyer sailed near a disputed South China Sea island chain on Wednesday, challenging the restrictions imposed by China and others on transit through the area ."
1.55E+18,Doorbell camera footage captured the moment a stranger saved a couple and their eight kids.,Doorbell camera footage captured the moment a stranger saved a couple and their eight kids..
1.55E+18,"A New York City correction officer has been fired after an inmate died in the city's Rikers Island jail, according to a statement from the city Department of Correction.","A New York City correction officer has been fired after an inmate died in the city's Rikers Island jail, according to a statement from the city Department of Correction.."
1.55E+18,"Three men accused of having stolen and attempting to sell handwritten notes and lyrics by the Eagles' Don Henley have been indicted on multiple charges, Manhattan District Attorney Alvin Bragg's Office announced.","Three men accused of having stolen and attempting to sell handwritten notes and lyrics by the Eagles' Don Henley have been indicted on multiple charges, Manhattan District Attorney Alvin Bragg's Office announced.."
1.55E+18,Our collective appetite for a good holiday roared back much faster than airports and airlines could rehire the staff they let go of in the spring of 2020.,Our collective appetite for a good holiday roared back much faster than airports and airlines could rehire the staff they let go of in the spring of 2020..
1.55E+18,"Former Dallas Cowboys running back Marion Barber III, who was found dead in his Texas apartment in June, died of heatstroke.
","Former Dallas Cowboys running back Marion Barber III, who was found dead in his Texas apartment in June, died of heatstroke.."
1.55E+18,"There is a crisis in teen mental health, and schools in many countries are exploring different ways to make young people more resilient.","There is a crisis in teen mental health, and schools in many countries are exploring different ways to make young people more resilient.."
1.55E+18,Dramatic video shows people running away from charging sea lions on a beach in San Diego.,Dramatic video shows people running away from charging sea lions on a beach in San Diego..
1.55E+18,"Despite efforts by airlines to hire more pilots, the US shortage is still forecast to get worse.","Despite efforts by airlines to hire more pilots, the US shortage is still forecast to get worse.."
1.55E+18,"Tiger Woods outlined the full extent of his opposition to the Saudi-backed LIV Invitational Golf series, and reaffirmed his commitment to the PGA Tour.","Tiger Woods outlined the full extent of his opposition to the Saudi-backed LIV Invitational Golf series, and reaffirmed his commitment to the PGA Tour.."
1.55E+18,"4,000 beagles from a research facility in Virginia will be transferred to humane societies across the United States where they can be adopted, under a plan approved by a federal judge.","4,000 beagles from a research facility in Virginia will be transferred to humane societies across the United States where they can be adopted, under a plan approved by a federal judge.."
1.55E+18,"London Heathrow, one of the world's busiest airports, has made the extraordinary move of asking airlines to stop selling tickets for outbound travel this summer.","London Heathrow, one of the world's busiest airports, has made the extraordinary move of asking airlines to stop selling tickets for outbound travel this summer.."
1.55E+18,"The best-selling plug-in hybrid vehicle in America is a Jeep Wrangler, the burly, boxy SUV engineered for hard off-road driving.","The best-selling plug-in hybrid vehicle in America is a Jeep Wrangler, the burly, boxy SUV engineered for hard off-road driving.."
1.55E+18,"A tech company CEO, who was tried twice in the 1992 killing of his roommate's girlfriend, has been arrested and charged with murder in the case, a California prosecutor says.","A tech company CEO, who was tried twice in the 1992 killing of his roommate's girlfriend, has been arrested and charged with murder in the case, a California prosecutor says.."
1.55E+18,"""The Handmaid's Tale"" author Margaret Atwood has shared her thoughts on Roe v Wade with a mug bearing the words ""I told you so.""
","""The Handmaid's Tale"" author Margaret Atwood has shared her thoughts on Roe v Wade with a mug bearing the words ""I told you so.""."
1.55E+18,"CNN's @kaitlancollins explains to @wolfblitzer why former Trump White House counsel Pat Cipollone praising former Vice President Mike Pence will be another moment that's going to ""enrage"" Donald Trump during the January 6th hearings.","CNN's @kaitlancollins explains to @wolfblitzer why former Trump White House counsel Pat Cipollone praising former Vice President Mike Pence will be another moment that's going to ""enrage"" Donald Trump during the January 6th hearings.."
1.55E+18,"LeBron James has addressed Brittney Griner's detainment in a new video, just one week after comparisons between the two stars went viral.","LeBron James has addressed Brittney Griner's detainment in a new video, just one week after comparisons between the two stars went viral.."
1.55E+18,Some Republicans and right-wing voices are praising Prime Minister of Hungary Viktor Orban and his far-right ideologies.Orban is known for pushing the Great Replacement Theory and has restricted LGBTQ rights in his country.CNN's @SunlenSerfaty reports.,Some Republicans and right-wing voices are praising Prime Minister of Hungary Viktor Orban and his far-right ideologies.Orban is known for pushing the Great Replacement Theory and has restricted LGBTQ rights in his country.CNN's @SunlenSerfaty reports..
1.55E+18,"A surgical team transplanted a heart from a genetically modified pig into a deceased human as part of a study, researchers with NYU Langone Health announced.","A surgical team transplanted a heart from a genetically modified pig into a deceased human as part of a study, researchers with NYU Langone Health announced.."
1.55E+18,"An explosion on the launch pad during a test of a massive SpaceX rocket prototype was ""actually not good"" and the company is assessing the damage, company CEO Elon Musk said.","An explosion on the launch pad during a test of a massive SpaceX rocket prototype was ""actually not good"" and the company is assessing the damage, company CEO Elon Musk said.."
1.55E+18,"The hearing focused on the loose affiliations between Trump, his informal political advisers, and members of far-right militia groups like the Oath Keepers and the Proud Boys.","The hearing focused on the loose affiliations between Trump, his informal political advisers, and members of far-right militia groups like the Oath Keepers and the Proud Boys.."
1.55E+18,Abortion services in Louisiana can resume after a judge again temporarily blocked the state's trigger law.See where bans stand amid legal challenges.,Abortion services in Louisiana can resume after a judge again temporarily blocked the state's trigger law.See where bans stand amid legal challenges..
1.55E+18,"Starbucks is planning to close 16 locations across various cities, citing safety concerns.The decision comes as Starbucks works to change the company culture under its interim CEO - and as employees across the country vote to unionize.","Starbucks is planning to close 16 locations across various cities, citing safety concerns.The decision comes as Starbucks works to change the company culture under its interim CEO - and as employees across the country vote to unionize.."
1.55E+18,"""I think we've gotten exceedingly lucky that more bloodshed did not happen...the potential has been there from the start."" Listen to CNN Political Briefing for a recap of today's January 6 committee hearing on how extremist groups played a role that day.","""I think we've gotten exceedingly lucky that more bloodshed did not happen...the potential has been there from the start."" Listen to CNN Political Briefing for a recap of today's January 6 committee hearing on how extremist groups played a role that day.."
1.55E+18,"The Austin American-Statesman newspaper published edited portions of the surveillance video showing the hallway of Robb Elementary School in Uvalde, Texas, during the fatal shooting in May.Disturbing video: ","The Austin American-Statesman newspaper published edited portions of the surveillance video showing the hallway of Robb Elementary School in Uvalde, Texas, during the fatal shooting in May.Disturbing video: ."
1.55E+18,"John Bolton, Trump's former national security adviser, admits to helping plan coups in other countries while debating CNN's @jaketapper about Trump's capability to plan a coup on January 6.","John Bolton, Trump's former national security adviser, admits to helping plan coups in other countries while debating CNN's @jaketapper about Trump's capability to plan a coup on January 6.."
1.55E+18,The House select committee investigating the Capitol insurrection presented a video during the seventh hearing of the lines then-President Donald Trump said during his January 6 speech that were not included in his official script. ,The House select committee investigating the Capitol insurrection presented a video during the seventh hearing of the lines then-President Donald Trump said during his January 6 speech that were not included in his official script. .
1.55E+18,"Newly published video recorded inside Robb Elementary in Uvalde, Texas, during the May 24 attack, shows officers approaching the classroom where Salvador Ramos killed 21 people, but then retreating down the hallway and taking cover when gunfire is heard.","Newly published video recorded inside Robb Elementary in Uvalde, Texas, during the May 24 attack, shows officers approaching the classroom where Salvador Ramos killed 21 people, but then retreating down the hallway and taking cover when gunfire is heard.."
1.55E+18,"Ivanka Trump's former chief of staff says Ivanka went to the Jan.6 rally to try and ""calm the situation down"" before Donald Trump went on the rally's stage, contradicting Ivanka's testimony the House select committee played during its seventh hearing.","Ivanka Trump's former chief of staff says Ivanka went to the Jan.6 rally to try and ""calm the situation down"" before Donald Trump went on the rally's stage, contradicting Ivanka's testimony the House select committee played during its seventh hearing.."
1.55E+18,"Western Europe is bracing for its second dangerous heat wave of the summer.The UK, Portugal, Spain and France are facing record-breaking temperatures this week, with little relief in sight.","Western Europe is bracing for its second dangerous heat wave of the summer.The UK, Portugal, Spain and France are facing record-breaking temperatures this week, with little relief in sight.."
1.55E+18,"Little league teams have pulled out of the North Carolina state championship tournament after gunshots erupted during a weekend game, organizers said.","Little league teams have pulled out of the North Carolina state championship tournament after gunshots erupted during a weekend game, organizers said.."
1.55E+18,Twitter sued Elon Musk after he tried to terminate his $44 billion offer to buy the tech giant.,Twitter sued Elon Musk after he tried to terminate his $44 billion offer to buy the tech giant..
1.55E+18,"A heated Oval Office meeting convened by then-President Trump on December 18, 2020, was a central focus of Tuesday's hearing held by the House committee investigating the Capitol riot.This is what we know about it.","A heated Oval Office meeting convened by then-President Trump on December 18, 2020, was a central focus of Tuesday's hearing held by the House committee investigating the Capitol riot.This is what we know about it.."
1.55E+18,"Snorkel with sea lion pups, track down pumas and explore a penguin colony.Here are all the must-see places and activities in Patagonia, the pristine southern tip of South America.","Snorkel with sea lion pups, track down pumas and explore a penguin colony.Here are all the must-see places and activities in Patagonia, the pristine southern tip of South America.."
1.55E+18,"""[Trump] is not an impressionable child.""

@RepLizCheney, vice chair of the House Select Committee investigating January 6th, said they have ""seen a change in how witnesses and lawyers in the Trump orbit approach this committee.""

See her opening remarks: ","""[Trump] is not an impressionable child.""@RepLizCheney, vice chair of the House Select Committee investigating January 6th, said they have ""seen a change in how witnesses and lawyers in the Trump orbit approach this committee.""See her opening remarks: ."
1.55E+18,The House Select Committee investigating January 6th showed how former President Donald Trump's tweet ignited far-right calls to march on the Capitol.,The House Select Committee investigating January 6th showed how former President Donald Trump's tweet ignited far-right calls to march on the Capitol..
1.55E+18,"The family of Alex Murdaugh, the disgraced South Carolina attorney accused of defrauding legal clients and carrying out a failed suicidal fraud scheme, has been told he could soon be indicted on murder charges as well, his attorney says.","The family of Alex Murdaugh, the disgraced South Carolina attorney accused of defrauding legal clients and carrying out a failed suicidal fraud scheme, has been told he could soon be indicted on murder charges as well, his attorney says.."
1.55E+18,"The US Justice Department is investigating the PGA Tour over possible antitrust violations involving LIV Golf, the PGA Tour confirmed to CNN Tuesday.","The US Justice Department is investigating the PGA Tour over possible antitrust violations involving LIV Golf, the PGA Tour confirmed to CNN Tuesday.."
1.55E+18,"The House Select Committee investigating January 6th revealed a heated White House meeting and former staffers detailed the insults, profanity and shouting that took place surrounding discussions of the 2020 election.

Hear about the arguments: ","The House Select Committee investigating January 6th revealed a heated White House meeting and former staffers detailed the insults, profanity and shouting that took place surrounding discussions of the 2020 election.Hear about the arguments: ."
1.55E+18,"The Senate has voted to confirm Steve Dettelbach as President Biden's pick to run the Bureau of Alcohol, Tobacco, Firearms and Explosives ","The Senate has voted to confirm Steve Dettelbach as President Biden's pick to run the Bureau of Alcohol, Tobacco, Firearms and Explosives ."
1.55E+18,"NASA released the first five high-resolution images taken by the James Webb Space Telescope.They include ""the deepest &amp; sharpest infrared image of the early universe ever taken"" ","NASA released the first five high-resolution images taken by the James Webb Space Telescope.They include ""the deepest &amp; sharpest infrared image of the early universe ever taken"" ."
1.55E+18,"The House January 6 committee is detailing how extremists plotted the attack on the Capitol and their connection to former President Donald Trump and his administration.

@JohnKingCNN breaks down the extremist groups the committee is focusing on today.",The House January 6 committee is detailing how extremists plotted the attack on the Capitol and their connection to former President Donald Trump and his administration.@JohnKingCNN breaks down the extremist groups the committee is focusing on today..
1.55E+18,"The James Webb Space Telescope has shared its first high-resolution images, providing unprecedented views of the universe ","The James Webb Space Telescope has shared its first high-resolution images, providing unprecedented views of the universe ."
